Årmåned_salg;case_type_dk;municipality_name;zip_code;zip_code_name;erts89_utm32_x;erts89_utm32_y;ed50_x;ed50_y;wgs84_lat;wgs84_lon;grundareal;boligareal;vægtet_areal;energimærke_påkrævet;energimærke;antvandskyltoilleter;opvarmningskode;varmeinstallationskode;ydervægkode;byggeår;renoveringsår;md_ejerudgifter;første_udbudspris;senest_annonceret_pris;tinglyst_pris;dage_på_markedet_v_seneste_mægler;dage_på_markedet_v_alle_mæglere
201806;Rækkehus;København;2100;København Ø;724661.3697431379;6177506.430197247;724743.4370031202;6177712.574576871;55,69122405;12,57460491;74;144;159;FALSE;e;2;9999;9999;1;1882;;5321;9500000;9500000;9600000;;
201906;Rækkehus;København;2100;København Ø;724656.3099617342;6177510.129902037;724738.3771995398;6177716.274317907;55,69125957;12,57452761;75;121;136.4499969482422;FALSE;;2;9999;9999;1;1882;;5362;9998000;9998000;9350000;;
201805;Rækkehus;København;2100;København Ø;724656.3099617342;6177510.129902037;724738.3771995398;6177716.274317907;55,69125957;12,57452761;75;121;136;TRUE;c;2;9999;9999;1;1882;;5324;9895000;9500000;8500000;79;79
201805;Rækkehus;København;2100;København Ø;724612.6998841494;6177539.480294425;724694.7669242901;6177745.625006782;55,69154296;12,57385928;75;136;151;TRUE;c;2;9999;9999;5;1882;1974;5469;9595000;9195000;8750000;96;96
202006;Villa;København;2300;København S;726339.2701369224;6172005.4193364065;726421.3337691108;6172211.5248479135;55,64111328;12,59671021;409;107;126;TRUE;d;1;9999;9999;1;1927;;4434;4195000;3995000;3900000;148;148
202103;Villa;København;2300;København S;726314.7447286966;6171972.668490626;726396,8081;6172178.773859339;55,64083099;12,5962944;426;140;136;TRUE;a2015;2;9999;9999;80;2017;;4613;7495000;7495000;7595000;17;17
201108;Villa;København;2700;Brønshøj;718735.9998927611;6178448.999985718;718818.0324674495;6178655.165567457;55,70238375;12,48127579;970;87;259;TRUE;g;2;9999;9999;1;1928;;;2250000;2250000;2275000;15;15
201912;Villa;København;2500;Valby;719959.2023814355;6174355.663413339;720041.2320496305;6174561,8;55,66511917;12,49742126;391;107;132;TRUE;f;2;9999;9999;5;1914;;6092;6498000;6498000;6825000;4;4
201202;Villa;København;2500;Valby;719803.7621381008;6174318.587565216;719885.7907358984;6174524.724455848;55,66485698;12,4949252;474;143;170;TRUE;d;1;9999;9999;1;1930;1966;;4675000;4675000;4450000;65;627
202201;Rækkehus;København;2300;København S;728076.8752870476;6173143.500418007;728158,9527;6173349.608616426;55,65050734;12,62520423;174;85;102;TRUE;c;1;9999;9999;1;1943;;3963;4995000;4995000;5150000;16;16
201804;Villa;København;2300;København S;728051.8197155168;6173097.609870959;728133.8968962858;6173303.717845376;55,65010757;12,62476881;324;62;82;TRUE;d;2;9999;9999;1;1937;;4019;3595000;3595000;3350000;19;19
201804;Villa;København;2300;København S;728051.8197155168;6173097.609870959;728133.8968962858;6173303.717845376;55,65010757;12,62476881;324;62;82;TRUE;d;2;9999;9999;1;1937;;4019;3595000;3595000;3350000;19;19
201310;Villa;København;2300;København S;727991,0002;6173028.999614445;728073.0767765993;6173235.107313949;55,64952083;12,62374739;324;59;84;TRUE;c;2;9999;9999;1;1940;1965;;2195000;2195000;2145000;13;13
202010;Villa;København;2300;København S;727991.3429276758;6173029.872849336;728073.4195552272;6173235.980553447;55,6495285;12,62375355;324;67;92;TRUE;c;2;9999;9999;1;1940;1965;4002;4595000;4595000;4760000;8;8
201604;Villa lejlighed;København;2700;Brønshøj;720227.7798001907;6178472.900474985;720309.8217798525;6178679.062352076;55,70192341;12,50498764;451;83;80;TRUE;e;1;9999;9999;1;1921;;1877;2875000;2735000;2625000;220;220
202012;Villa lejlighed;København;2700;Brønshøj;720227,785;6178472.896280581;720309.8270292978;6178679.058157634;55,70192337;12,50498772;451;65;80;TRUE;e;1;9999;9999;1;1921;;2054;3795000;3449000;3300000;181;181
201504;Villa;København;2300;København S;728339.6468164674;6172527.492228336;728421.7243392811;6172733.595880885;55,64486;12,62886;322;79;114;TRUE;d;1;9999;9999;1;1942;;4421;3695000;3695000;3695000;20;200
202111;Villa;København;2300;København S;728339.5625006853;6172528.500366053;728421.6400255576;6172734.604025155;55,64486908;12,6288595;322;79;114;TRUE;d;1;9999;9999;1;1942;;5024;6500000;6400000;6200000;50;50
201905;Villa;København;2300;København S;728340,1872;6172528.000033133;728422.2647115018;6172734.103687486;55,6448643;12,62886899;322;79;114;TRUE;d;1;9999;9999;1;1942;;4621;4895000;4575000;4550000;141;504
201804;Rækkehus;København;2300;København S;728297.5501003008;6172508.219959877;728379.6273095692;6172714.323599407;55,64470694;12,62817649;235;104;125;TRUE;c;2;9999;9999;1;1975;;4047;3695000;3395000;3260000;113;310
201602;Villa lejlighed;København;2300;København S;727295.7249803584;6174389.584330083;727377.8007371816;6174595.702363818;55,66204748;12,61384637;307;119;132;TRUE;d;2;9999;9999;1;1899;;3810;4150000;4150000;4350000;22;22
201505;Villa;København;2300;København S;727181.7256546846;6174618.583734156;727263.8012849808;6174824.703499242;55,66415435;12,61222727;307;183;204;TRUE;d;3;9999;9999;1;1900;;4665;6595000;6595000;6400000;27;27
201907;Villa;København;2300;København S;727184,669;6174619.980534226;727266.7446167105;6174826,1;55,6641655;12,61227512;307;183;204;TRUE;d;3;9999;9999;1;1900;;4780;9495000;9495000;9200000;33;33
201906;Villa;København;2700;Brønshøj;717492.2499472656;6178991.499691966;717574.2761350371;6179197.671894189;55,70780844;12,46195227;913;71;99;TRUE;f;1;9999;9999;1;1933;;5899;3495000;3295000;3225000;52;52
202006;Villa;København;2720;Vanløse;720275.9385979559;6177871.348942523;720357.9793265118;6178077.5069204895;55,6965065;12,50526905;528;110;132;TRUE;f;1;9999;9999;5;1928;;5496;4698000;4698000;4720000;41;41
201410;Villa lejlighed;København;2720;Vanløse;719576.9999746722;6177591.000160906;719659.0356009763;6177797.158184862;55,69430883;12,49394548;508;60;70,15000153;TRUE;e;1;9999;9999;90;1932;;;1599000;1499000;1475000;237;237
201811;Rækkehus;København;2300;København S;727714.0499037598;6173179.980357015;727796.1251774749;6173386.089716651;55,65100453;12,61948037;319;139;165;TRUE;e;0;9999;9999;5;1906;1970;4247;4995000;4995000;4710000;10;10
201811;Rækkehus;København;2300;København S;727714.0499037598;6173179.980357015;727796.1251774749;6173386.089716651;55,65100453;12,61948037;319;139;165;TRUE;e;0;9999;9999;9999;1906;1970;4247;4995000;4995000;4710000;10;10
202108;Villa;København;2720;Vanløse;718585,7671;6175997.226072448;718667.7923965115;6176203,377;55,68046188;12,47693539;262;110;130;TRUE;d;2;9999;9999;1;1938;;5875;8898000;8650000;8200000;67;67
201911;Villa;København;2720;Vanløse;718585.8748509332;6175996.999566134;718667.9001490276;6176203.150145254;55,6804598;12,47693692;263;110;134;TRUE;d;2;9999;9999;1;1938;;5372;7995000;6995000;6550000;182;182
201503;Villa;København;2720;Vanløse;718553.9500386973;6177610.7895329585;718635.9793070245;6177816.9503252795;55,69494801;12,47771603;411;85;123;TRUE;e;1;9999;9999;1;1935;1950;4794;3275000;3275000;3300000;63;63
201508;Rækkehus;København;2300;København S;728244.7198646439;6172603.593002469;728326.7969872942;6172809.697377048;55,64558699;12,62741793;201;98;116;TRUE;d;2;9999;9999;1;1943;;3349;3595000;3595000;3550000;20;20
201707;Villa;København;2300;København S;728244.7198646439;6172603.593002469;728326.7969872942;6172809.697377048;55,64558699;12,62741793;201;98;116;TRUE;d;2;9999;9999;1;1943;;3520;4095000;4095000;4025000;93;146
201805;Villa;København;2300;København S;728529.0601402406;6172738.3601251785;728611.1393924152;6172944.4646165455;55,64666197;12,63203867;633;72;109;TRUE;e;1;9999;9999;1;1943;;5556;4745000;4745000;4675000;19;19
201508;Villa;København;2300;København S;728530.1102800219;6172737,9;728612.1895376032;6172944.004443659;55,64665735;12,63205494;633;72;109;TRUE;e;1;9999;9999;1;1943;;5685;3950000;3950000;3950000;4;4
201608;Villa;København;2700;Brønshøj;718171.7716495749;6179184.5649105795;718253.8025917849;6179390.736566184;55,70923493;12,47290013;630;133;137;TRUE;e;2;9999;9999;1;1929;;5116;4150000;4150000;3900000;42;42
202002;Villa;København;2500;Valby;721811.5149279701;6174372.552999795;721893.5562543683;6174578,685;55,66442871;12,52682495;1265;333;377;TRUE;e;3;9999;9999;1;1898;;14899;23500000;22000000;18700000;141;141
201702;Villa lejlighed;København;2500;Valby;721582.7528162883;6173339.592387627;721664.7900446467;6173545,719;55,65526901;12,52236232;687;70;87;TRUE;d;1;9999;9999;5;1913;;3140;3795000;3795000;3655000;31;31
201310;Villa lejlighed;København;2700;Brønshøj;718271.7708116923;6178038.570390965;718353.7994179478;6178244.734597576;55,69891169;12,47357576;728;138;165.0500030517578;TRUE;c;2;9999;9999;1;1932;;;2895000;2895000;2820000;83;83
201102;Villa lejlighed;København;2700;Brønshøj;718271.7708116923;6178038.570390965;718353.7994179478;6178244.734597576;55,69891169;12,47357576;728;138;165.0500030517578;FALSE;d;2;9999;9999;1;1932;;;2695000;2645000;2555000;248;248
201209;Villa;København;2700;Brønshøj;718273,9999;6178036.999679875;718356.0285322075;6178243.163870864;55,6988966;12,47360991;728;105;113.3499984741211;TRUE;c;1;9999;9999;1;1932;;;1945000;1945000;1850000;65;516
201501;Villa;København;2700;Brønshøj;718283.4901341379;6178084.619764307;718365,5189;6178290.784229585;55,69931943;12,47379855;253;98;117;TRUE;c;1;9999;9999;5;1945;;3953;2997000;2997000;2997000;4;4
201501;Villa;København;2700;Brønshøj;718283.4901341379;6178084.619764307;718365,5189;6178290.784229585;55,69931943;12,47379855;253;98;117;TRUE;c;1;9999;9999;1;1945;;3953;2997000;2997000;2997000;4;4
201805;Villa;København;2700;Brønshøj;718283,9998;6178109.639564973;718366.0286575869;6178315.804185942;55,6995436;12,47382657;253;98;117;TRUE;c;2;9999;9999;9999;1945;1975;4421;3790000;3590000;3540000;111;111
201107;Villa;København;2700;Brønshøj;717783.0002162036;6179401.999866836;717865.0292861639;6179608.173892043;55,71135976;12,4668972;840;109;159;TRUE;g;2;9999;9999;9999;1934;1965;;2795000;2795000;2685000;55;55
201107;Villa;København;2700;Brønshøj;717783.0002162036;6179401.999866836;717865.0292861639;6179608.173892043;55,71135976;12,4668972;840;109;159;TRUE;g;2;9999;9999;1;1934;1965;;2795000;2795000;2685000;55;55
202202;Villa;København;2700;Brønshøj;717694.2405417162;6179370.042985945;717776.2689732654;6179576.217040308;55,71111298;12,46546173;468;107;109;TRUE;d;1;9999;9999;9999;1960;1976;4726;4995000;4850000;4800000;111;111
201407;Villa;København;2720;Vanløse;719626,7635;6176661.576367909;719708.7970350906;6176867.728429371;55,68595061;12,49399136;392;127;154;TRUE;d;2;9999;9999;1;1922;;;4995000;4995000;5050000;6;6
202007;Villa;København;2720;Vanløse;719629.1663444603;6176662,193;719711.1998991172;6176868.344661299;55,68595505;12,49403;389;127;153.8000030517578;FALSE;c;2;9999;9999;1;1922;;5584;7795000;7795000;7500000;;
201605;Villa lejlighed;København;2720;Vanløse;719557.8000944026;6176625.250345858;719639.8331064555;6176831.402357446;55,685656;12,49286745;597;80;122;TRUE;c;1;9999;9999;1;1916;;3046;3800000;3800000;3725000;59;59
202102;Rækkehus;København;2720;Vanløse;719248.1874269245;6176467.999454102;719330.2180926487;6176674.151278493;55,68438555;12,4878265;205;104;114;TRUE;c;2;9999;9999;1;1944;;4467;4995000;4995000;5000000;9;9
201608;Villa;København;2300;København S;726645.2497573757;6172387.550205003;726727,3163;6172593.6573316045;55,64439764;12,60187656;617;142;175;TRUE;d;2;9999;9999;1;1928;;6368;5500000;5100000;4925000;228;228
202102;Villa;København;2500;Valby;719933.5398863752;6172733.845691369;720015.5652068501;6172939.972289341;55,65058517;12,49571609;848;124;150.5500030517578;TRUE;c;2;9999;9999;5;1955;;5582;6295000;6295000;6800000;0;0
201607;Villa;København;2500;Valby;719933.7900636722;6172733.210502557;720015.8153840768;6172939,337;55,65057936;12,49571955;848;124;151;TRUE;d;2;9999;9999;5;1955;;5414;4198000;4198000;4100000;39;39
202102;Villa;København;2500;Valby;719933.5398863752;6172733.845691369;720015.5652068501;6172939.972289341;55,65058517;12,49571609;848;124;150.5500030517578;TRUE;c;2;9999;9999;1;1955;;5582;6295000;6295000;6800000;0;0
201607;Villa;København;2500;Valby;719933.7900636722;6172733.210502557;720015.8153840768;6172939,337;55,65057936;12,49571955;848;124;151;TRUE;d;2;9999;9999;1;1955;;5414;4198000;4198000;4100000;39;39
202001;Villa;København;2720;Vanløse;719256.4999031406;6176927.000323837;719338.5318065231;6177133.155008222;55,68849846;12,48832534;591;149;102;TRUE;e;1;9999;9999;1;1898;;5741;6750000;6750000;6750000;0;0
202001;Villa;København;2720;Vanløse;719193,3124;6176974.000146354;719275.3440082173;6177180.155289061;55,68894852;12,48735969;604;170;201;TRUE;d;2;9999;9999;5;1924;;6311;8500000;8500000;8500000;21;21
201102;Villa;København;2720;Vanløse;719184.0000382497;6177019.999401939;719266.0317275801;6177226.154857458;55,68936528;12,4872486;630;164;199;TRUE;d;2;9999;9999;9999;1922;;;5250000;5250000;4900000;63;63
201205;Villa;København;2720;Vanløse;719152.0001614711;6177169.999566888;719234.0320377699;6177376.156046659;55,69072504;12,4868604;319;118;120;TRUE;c;1;9999;9999;90;1995;;;2995000;2995000;2995000;9;9
201205;Villa;København;2720;Vanløse;719152.0001614711;6177169.999566888;719234.0320377699;6177376.156046659;55,69072504;12,4868604;319;118;120;TRUE;c;1;9999;9999;1;1995;;;2995000;2995000;2995000;9;9
201206;Villa;København;2300;København S;726800.9999029698;6172363.000675912;726883.0673508756;6172569,107;55,64410488;12,60432603;647;80;117;TRUE;d;2;9999;9999;1;1937;1961;;3295000;2995000;2800000;264;264
202102;Villa;København;2700;Brønshøj;720009.8244372861;6178960.796340129;720091.8663114768;6179166.961841245;55,70639801;12,50191784;281;108;113;TRUE;g;1;9999;9999;5;1900;;4162;4995000;4995000;4850000;75;75
201111;Villa;København;2720;Vanløse;718461.7697517674;6176835.576472152;718543.7964391774;6177041.732636941;55,68803673;12,47563467;630;140;165;TRUE;d;2;9999;9999;1;1931;1972;;4795000;4649000;4300000;148;148
201801;Villa lejlighed;København;2720;Vanløse;719101.4000383742;6177092.410435669;719183.4313972098;6177298.566559193;55,690052;12,485995;788;112;130.1999969482422;TRUE;d;1;9999;9999;5;1919;1975;3165;5150000;5150000;5150000;10;10
201608;Villa lejlighed;København;2720;Vanløse;719050,6999;6177135.649609872;719132.7310186431;6177341.806135841;55,69046268;12,48522455;662;98;112;TRUE;e;1;9999;9999;1;1928;1953;3088;3850000;3850000;3760000;18;18
201609;Villa lejlighed;København;2720;Vanløse;719050,6999;6177135.649609872;719132.7310186431;6177341.806135841;55,69046268;12,48522455;662;118;149;TRUE;e;2;9999;9999;1;1928;1953;3088;4000000;4000000;4000000;1;1
201306;Villa;København;2720;Vanløse;719029.7668775035;6177262.573976216;719111.7982271074;6177468.731352972;55,69161048;12,48499356;618;100;142;TRUE;d;2;9999;9999;9999;1934;;;3695000;3495000;3400000;175;175
201508;Villa;København;2720;Vanløse;718991.4198648782;6177267.940436962;719073.4509880906;6177474.097946516;55,69167591;12,48438897;839;192;237;TRUE;g;3;9999;9999;1;1918;1999;6610;4695000;4695000;4500000;177;366
201909;Rækkehus;København;2770;Kastrup;726493.7294399685;6171683.342667533;726575.7932135941;6171889.445757332;55,63815308;12,59889412;303;96;109;TRUE;c;1;9999;9999;5;1964;;4274;3195000;3195000;2976000;55;55
201103;Villa;København;2700;Brønshøj;719537.0001395864;6177746.000374139;719619,0359;6177952.159474218;55,69571707;12,49343444;622;114;131;TRUE;f;1;9999;9999;1;1927;;;3150000;3150000;3000000;40;40
201510;Villa;København;2700;Brønshøj;719508.7644935972;6177849.570761488;719590,8004;6178055.730584503;55,69665873;12,493069;622;105;144;TRUE;g;1;9999;9999;1;1936;;5379;4595000;3999000;3999000;72;72
201701;Villa;København;2500;Valby;720344.9364571954;6174179,001;720426.9680881532;6174385.135510729;55,66336;12,5034;393;175;203;TRUE;f;2;9999;9999;1;1913;1938;4669;5995000;5795000;5700000;217;217
201701;Villa;København;2500;Valby;720344.9364571954;6174179,001;720426.9680881532;6174385.135510729;55,66336;12,5034;393;175;203;TRUE;f;2;9999;9999;1;1913;1938;4669;5995000;5795000;5700000;217;217
202105;Villa;København;1770;København V;722439.3766753325;6174854,576;722521.4231808404;6175060,709;55,66846466;12,53717709;75;132;147;TRUE;d;3;9999;9999;1;1891;1994;4660;12500000;12500000;12500000;35;35
201305;Villa;København;2500;Valby;720415,759;6174428.587253201;720497.7916954745;6174634.723254308;55,66556633;12,50472396;690;144;146;TRUE;e;1;9999;9999;1;1902;;;4750000;4495000;3825000;165;165
201603;Villa;København;2500;Valby;720419,51;6174428,44;720501.5427361878;6174634,576;55,66556331;12,50478336;690;144;146;TRUE;e;1;9999;9999;1;1902;;6684;5995000;5995000;5800000;57;91
201506;Villa lejlighed;København;2500;Valby;720449.1302317572;6174390.950190514;720531.1630630551;6174597,086;55,66521364;12,50522326;690;90;94.44999694824219;FALSE;d;1;9999;9999;1;1902;1964;2970;3195000;3195000;2950000;0;0
202107;Villa;København;2300;København S;726753.7497128092;6173607.000483393;726835,8201;6173813.114993926;55,6552827;12,60460272;1111;450;544.2999877929688;TRUE;d;4;9999;9999;1;1902;;10696;18500000;18500000;17500000;0;165
201707;Villa;København;2300;København S;727224,4798;6172540,05;727306.5504004811;6172746.156285316;55,64549492;12,61118728;570;130;126;TRUE;e;1;9999;9999;5;1922;;5294;5298000;5095000;5250000;93;235
202008;Villa;København;2300;København S;727224.2506242469;6172540.624301707;727306.3211836722;6172746.730902103;55,64550018;12,61118412;570;130;155;TRUE;e;1;9999;9999;5;1922;;5647;6500000;6500000;6175000;50;50
201206;Rækkehus;København;2500;Valby;720797.7572124875;6174876.584179765;720879.7934827583;6175082.7220086595;55,6694108;12,51114532;150;89;106;TRUE;e;1;9999;9999;1;1943;;;2800000;2800000;2600000;34;34
201704;Villa lejlighed;København;2500;Valby;720564.7583920865;6174844.585152766;720646.7931190107;6175050.723382185;55,66922964;12,50742224;475;146;151;TRUE;d;2;9999;9999;1;1923;;4236;5245000;5245000;5283019;17;17
201406;Villa lejlighed;København;2500;Valby;720557.7585962397;6174843.585275015;720639.7932766987;6175049.723516226;55,66922385;12,50731036;;146;89.94999694824219;TRUE;e;2;9999;9999;1;1923;;;3595000;3595000;3700000;15;55
202101;Villa lejlighed;København;2500;Valby;720560.4372974283;6174843.999605466;720642.4719957508;6175050.137842362;55,66922635;12,5073532;475;91;89.94999694824219;FALSE;d;2;9999;9999;1;1923;;3315;5750000;5750000;5750000;0;0
201704;Villa lejlighed;København;2500;Valby;720564.7583920865;6174844.585152766;720646.7931190107;6175050.723382185;55,66922964;12,50742224;475;146;151;TRUE;d;2;9999;9999;1;1923;;4236;5245000;5245000;5283019;17;17
201406;Villa lejlighed;København;2500;Valby;720557.7585962397;6174843.585275015;720639.7932766987;6175049.723516226;55,66922385;12,50731036;;146;89.94999694824219;TRUE;e;2;9999;9999;1;1923;;;3595000;3595000;3700000;15;55
202101;Villa lejlighed;København;2500;Valby;720560.4372974283;6174843.999605466;720642.4719957508;6175050.137842362;55,66922635;12,5073532;475;91;89.94999694824219;FALSE;d;2;9999;9999;1;1923;;3315;5750000;5750000;5750000;0;0
201204;Villa;København;2700;Brønshøj;718172.0000849772;6178142.000263293;718254.0283336309;6178348.165376974;55,6998842;12,47207361;707;99;173;TRUE;g;2;9999;9999;9999;1927;;;2495000;2495000;2000000;193;193
201204;Villa;København;2400;København NV;721271.7571586343;6181039.5543135535;721353.8122975687;6181245.729593896;55,72446725;12,52364154;684;163;194;TRUE;e;2;9999;9999;9999;1932;1974;;4750000;3999000;3700000;294;294
202206;Villa;København;2720;Vanløse;718887.1798517259;6175702.669963664;718969.2062778554;6175908.817915722;55,67768431;12,48148496;1380;170;201;TRUE;c;2;9999;9999;9999;1900;1936;10571;12495000;12495000;11500000;58;58
201612;Villa;København;2300;København S;727904.8497470765;6173244.770478806;727986.9263838396;6173450.879755406;55,65149614;12,62256002;446;127;151;TRUE;e;1;9999;9999;1;1930;1968;4756;4498000;4498000;4250000;27;27
202110;Rækkehus;København;2300;København S;725533.0627567011;6174150;725615.1268455212;6174356.121082735;55,66072008;12,58568636;87;115;116;TRUE;a2010;2;9999;9999;1;2014;;4258;6195000;6195000;6195000;31;31
201403;Rækkehus;København;2300;København S;725535.0002871798;6174118.000019062;725617.0643058564;6174324.120874331;55,66043221;12,58569083;87;115;116;FALSE;a;2;9999;9999;1;2014;;;3750000;3750000;3750000;171;
201807;Rækkehus;København;2500;Valby;720052.4502591887;6173056.679506932;720134.4771589537;6173262.807826626;55,65342677;12,49786057;374;148;141;TRUE;a2010;2;9999;9999;5;2017;;5197;5695000;5498000;5400000;164;164
202009;Villa;København;2500;Valby;720034.5173909855;6173056.239467128;720116.5441771272;6173262.3678303715;55,65343094;12,49757576;374;148;144;TRUE;a2010;2;9999;9999;5;2017;;4951;6795000;6795000;6810000;8;8
201506;Villa;København;2300;København S;727840.3620849212;6172330,764;727922.4359705336;6172536.867698527;55,64333;12,62078;829;169;172;TRUE;c;2;9999;9999;5;1927;2010;6176;5999000;5750000;5600000;194;194
201506;Villa;København;2300;København S;727840.3620849212;6172330,764;727922.4359705336;6172536.867698527;55,64333;12,62078;829;169;172;TRUE;c;2;9999;9999;90;1927;2010;6176;5999000;5750000;5600000;194;194
201802;Villa;København;2300;København S;725939.6929115051;6172279.838951305;726021.7547421319;6172485.947215275;55,64376;12,5906;731;98;102;TRUE;d;2;9999;9999;1;1940;;4386;3250000;3250000;3265000;7;7
201702;Villa;København;2300;København S;726429.1301508255;6171984.120042008;726511.1942920779;6172190.225188576;55,64088045;12,59811747;436;112;112;TRUE;d;1;9999;9999;5;2004;;4303;3750000;3750000;3710000;34;34
201205;Villa;København;2300;København S;726425.7282414787;6171983.596651938;726507.7923600415;6172189.701803964;55,64087734;12,5980631;436;112;112;TRUE;d;1;9999;9999;5;2004;;;3195000;2695000;2475000;614;614
201212;Villa;København;2300;København S;726134.0002664869;6171995.000252321;726216.0625839831;6172201.106226207;55,64111532;12,59344694;425;105;109;TRUE;f;2;9999;9999;1;1927;1933;;2695000;2595000;2350000;378;378
201708;Villa;København;2300;København S;728775,5277;6173222.774120164;728857.6097878295;6173428.881022709;55,65089;12,63635;675;128;168;TRUE;f;2;9999;9999;1;1964;;5633;7498000;6495000;6000000;204;204
201607;Villa;København;2500;Valby;719833.7097981456;6174305,829;719915.7385507909;6174511.9662240185;55,66472901;12,49539017;406;107;109;TRUE;d;1;9999;9999;5;1966;;5704;4195000;4195000;4000000;248;369
201407;Villa lejlighed;København;2700;Brønshøj;720230.7615165367;6178693.566096167;720312.8040844798;6178899.729350081;55,70390111;12,50521234;541;69;80.19999694824219;TRUE;e;1;9999;9999;1;1903;1970;;2465000;2375000;2325000;62;62
202108;Villa;København;2700;Brønshøj;720233.4513560636;6178694.360068076;720315.4939429016;6178900.523320026;55,70390701;12,5052557;541;68;80;TRUE;e;1;9999;9999;1;1903;1970;2000;3795000;3795000;3795000;21;186
202009;Villa;København;2700;Brønshøj;720236,6884;6178631.573967288;720318,7309;6178837.736816945;55,70334244;12,50525665;564;168;190;TRUE;d;3;9999;9999;1;1904;;5051;7295000;7295000;7295000;6;6
201810;Villa;København;2300;København S;728139.8101704763;6172549.780073866;728221.8864968885;6172755.884379678;55,64515365;12,62570974;848;176;180;TRUE;d;2;9999;9999;5;1933;2003;6003;5500000;5350000;5175000;324;484
202103;Villa;København;2500;Valby;719347.3055417431;6174546.422734187;719429.3318657507;6174752.562235279;55,66710663;12,48786449;630;141;161.1999969482422;TRUE;c;2;9999;9999;1;1929;;7082;8495000;8495000;8575000;0;0
202104;Villa;København;2500;Valby;719347.3055417431;6174546.422734187;719429.3318657507;6174752.562235279;55,66710663;12,48786449;630;141;161.1999969482422;FALSE;c;2;9999;9999;1;1929;;7082;8575000;8575000;8575000;0;0
201203;Villa;København;2500;Valby;719344,7644;6174545.586826735;719426,7907;6174751,726;55,66710028;12,4878235;630;134;161;TRUE;f;2;9999;9999;1;1929;;;3999000;3600000;3450000;182;182
202103;Villa;København;2500;Valby;719347.3055417431;6174546.422734187;719429.3318657507;6174752.562235279;55,66710663;12,48786449;630;141;161.1999969482422;TRUE;c;2;9999;9999;8;1929;;7082;8495000;8495000;8575000;0;0
202104;Villa;København;2500;Valby;719347.3055417431;6174546.422734187;719429.3318657507;6174752.562235279;55,66710663;12,48786449;630;141;161.1999969482422;FALSE;c;2;9999;9999;8;1929;;7082;8575000;8575000;8575000;0;0
201203;Villa;København;2500;Valby;719344,7644;6174545.586826735;719426,7907;6174751,726;55,66710028;12,4878235;630;134;161;TRUE;f;2;9999;9999;8;1929;;;3999000;3600000;3450000;182;182
202110;Villa;København;2720;Vanløse;719876.0614754393;6177035.7621074915;719958.0975417185;6177241.915873852;55,68919373;12,49824905;672;153;189;TRUE;c;3;9999;9999;5;1953;;6336;10995000;10995000;10500000;61;61
202110;Villa;København;2720;Vanløse;719876.0614754393;6177035.7621074915;719958.0975417185;6177241.915873852;55,68919373;12,49824905;672;153;189;TRUE;c;3;9999;9999;90;1953;;6336;10995000;10995000;10500000;61;61
202002;Villa lejlighed;København;2720;Vanløse;719494.6265966343;6177400.595237898;719576.6612151639;6177606.752279654;55,6926384;12,49248505;305;86;103;TRUE;f;1;9999;9999;1;1932;;2814;3395000;3395000;3350000;10;10
201608;Villa;København;2300;København S;726884.2702638776;6172138.169637844;726966.3376565629;6172344.274582606;55,64204983;12,60546098;600;101;107;TRUE;d;1;9999;9999;1;1958;;5011;4495000;4495000;4500000;;
201608;Villa;København;2300;København S;726884.2702638776;6172138.169637844;726966.3376565629;6172344.274582606;55,64204983;12,60546098;600;101;107;TRUE;d;1;9999;9999;5;1958;;5011;4495000;4495000;4500000;;
201608;Villa;København;2300;København S;726884.2702638776;6172138.169637844;726966.3376565629;6172344.274582606;55,64204983;12,60546098;600;101;107;TRUE;d;1;9999;9999;80;1958;;5011;4495000;4495000;4500000;;
201511;Villa;København;2720;Vanløse;719738,7635;6177638.571259543;719820.8002551802;6177844.729164135;55,69466228;12,49655224;431;100;121;FALSE;d;1;9999;9999;90;1928;;2841;2995000;2995000;2645000;0;0
201510;Villa lejlighed;København;2720;Vanløse;719738,7635;6177638.571259543;719820.8002551802;6177844.729164135;55,69466228;12,49655224;431;100;121;TRUE;d;1;9999;9999;90;1928;;2983;2750000;2695000;2645000;126;126
202202;Villa lejlighed;København;2720;Vanløse;719740,8651;6177638.869113281;719822,9019;6177845.027014312;55,694664;12,49658585;431;126;152;TRUE;c;1;9999;9999;90;1928;;2826;4495000;4095000;3850000;266;266
201404;Villa;København;2100;København Ø;724584.9999607834;6180195.000172269;724667,0737;6180401.161615462;55,71537018;12,57559593;78;140;156;TRUE;d;2;1;7;1;1896;1940;;6500000;6500000;6300000;96;96
201208;Villa;København;2720;Vanløse;720738.7584076604;6177353.573009555;720820.8006993411;6177559.726542933;55,69165257;12,51220158;703;196;229;TRUE;e;2;9999;9999;1;1910;;;5995000;5695000;5250000;318;318
201412;Villa;København;2300;København S;727695.7001227165;6173146.599527908;727777.7751956267;6173352.708724936;55,65071378;12,61916171;628;183;223;TRUE;e;4;9999;9999;1;1908;;4339;4495000;4245000;3775000;217;217
201803;Villa;København;2300;København S;727648.5301180868;6173159.229877649;727730.6049275738;6173365.339275228;55,65084913;12,61842409;319;126;149;TRUE;f;1;9999;9999;1;1906;;4397;4795000;4795000;4500000;30;30
